session_id,title,description,speakers,speaker_company,speaker_title,track,format,day,time,duration_min,room,level,tags,persona_fit,catalog_url
WN207T,"What's New: Connectivity for AI-Ready Pipelines, with AI","To power AI, your data needs a nerve system. For data engineers, the challenge is going beyond the cost of moving data to focus on the instant value of AI activation. This session explores how Snowflake’s connectivity offerings act as the connective tissue for your entire data estate, transforming pipelines from a bottleneck into a strategic enabler. We’ll dive into our AI-driven approach to automation and the latest engineering breakthroughs including Openflow, streaming, file processing and zero-copy integration. Learn how to build the connective tissue required to light up AI across the enterprise.",Saptarshi Mukherjee; Michael Waller,Snowflake,Senior Director of Product Management,What's New,Theater Session,Wednesday June 3,11:00 AM - 11:20 AM,20,"Basecamp South Theater 4 (Basecamp, South Hall C)",Intermediate,"AI,Openflow,Streaming,Pipeline,Cost",Data Engineer;Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=WN207T&tab.sessioncatalogtab=1714168666431001NNiH
WN213B,What’s New: Modernizing Your Data Estate in Snowflake,"Modernizing a legacy data estate is complex — from embedded procedural logic to large-scale data movement and tight timelines. In this session, discover what’s new in helping organizations accelerate modernization on Snowflake. We’ll showcase the latest innovations that reduce risk, disruption and manual effort through automation, AI-assisted remediation, workload analysis and database virtualization. Learn how teams migrate with greater flexibility, minimize code rewrites, validate with confidence and transition to a scalable, cloud-native foundation for analytics and AI.",Rima Mutreja; Federico Zoufaly Boldrini,Snowflake,"Director, Migrations & Modernizations",What's New,Breakout Session,Wednesday June 3,11:00 AM - 11:45 AM,45,"Room 151 (Moscone South, Upper Mezzanine)",Intermediate,"AI,Analytics,Modernization",Architect;Developer;Analyst;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=WN213B&tab.sessioncatalogtab=1714168666431001NNiH
WN209T,What's New: Smart Pipeline Development,"Data engineering is at a crossroads: AI is both the product to build and the tool to use. It's reshaping what data engineers do and how they work. To keep up, engineering teams must move beyond manual pipeline management. This session provides a roadmap to the next generation of data engineering on Snowflake. Join us to see how you can spend less time managing infrastructure and more time building high-value data products.",Abhishek Kashyap; Anita Thomas,Ankit Tandon,Snowflake,What's New,Theater Session,Wednesday June 3,11:00 AM - 11:20 AM,20,"Builders Hub Theater (Basecamp, South Hall D)",Intermediate,"AI,Pipeline",Data Engineer;Architect;Developer;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=WN209T&tab.sessioncatalogtab=1714168666431001NNiH
DE105,Beyond Ingestion: How Zendesk Scales Global Insights with Fivetran and Snowflake,"To power AI-driven customer insights, Zendesk needed to unify product telemetry and enterprise data. Legacy pipelines meant a single connector could take months to deliver value. By replacing a homegrown Airflow and custom connector stack with a Snowflake-powered data platform, Zendesk dramatically accelerated delivery. Insights that once took months now take weeks. In this session, learn how Zendesk achieved a 4x increase in connector output and scaled to more than 30 data sources with a lean team. We’ll explore the shift from siloed systems to a unified semantic layer — and how to prepare your data stack for custom SDK connectors, automated transformations and unstructured data.",Chinmay Vaidya,Zendesk,Data Engineering Manager,Data Engineering,Theater Session,Wednesday June 3,11:30 AM - 11:50 AM,20,"Vertical Village Theater 2 (Basecamp, South Hall B)",Beginner,"AI,NiFi,Pipeline,Semantic",Data Engineer;Architect;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=DE105&tab.sessioncatalogtab=1714168666431001NNiH
AI267,Building Powerful AI Data Tools with AI Functions and Agentic Search,"Building AI applications in the age of agents demands a platform that turns vast enterprise data into
real business outcomes. Snowflake Cortex AI Functions deliver the core primitives — classify, extract,
summarize and analyze — to build powerful AI pipelines directly in Snowflake. AI Function Studio
accelerates time to value with managed quality optimizations, multimodal support and built-in cost
controls. Add agentic search, and intelligent systems can now orchestrate analytical workflows across
thousands of documents that traditional RAG can't handle. One platform. Enterprise-grade AI, end to
end.",Siddharth Dwivedi; Jessie E Felix Felix,Snowflake,"Product Marketing Manager, AI/ML",AI & ML,Breakout Session,Wednesday June 3,11:30 AM - 12:15 PM,45,"Room 159 (Moscone South, Upper Mezzanine)",Intermediate,"AI,Cortex,Agents,RAG,Pipeline,Cost,Optimization,Multimodal",Data Engineer;Architect;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI267&tab.sessioncatalogtab=1714168666431001NNiH
AI223,Causality Data for Marketing: Deploy Valuable AI Personalization on Snowflake,"Marketing teams run thousands of experiments, but the learnings don’t always translate into better results. Why? We’re scaling our campaigns on the wrong data. This session introduces the agentic context graph built on the Snowflake AI Data Cloud. It’s a warehouse-native learning layer that continuously captures customer context, actions and outcomes to power AI decision-making. Walk away with a blueprint for turning results from thousands of experiments into compounding intelligence, helping you scale smarter campaigns and guarantee growth.",Anthony Rotio,GrowthLoop,Chief Data Strategy Officer,AI & ML,Theater Session,Wednesday June 3,11:30 AM - 11:50 AM,20,"Basecamp South Theater 4 (Basecamp, South Hall C)",Intermediate,"AI,Warehouse,Intelligence",Analyst,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI223&tab.sessioncatalogtab=1714168666431001NNiH
E15,Executive Lunch Hosted by Kumo,"Hosted by Kumo, this partner-hosted lunch brings executive attendees together to network and recharge over a complimentary meal, available while supplies last.",,,,Executive,Executive Content,Wednesday June 3,11:30 AM - 01:00 PM,90,"The Alpine Clubhouse (Moscone South, Level 3)",Intermediate,AI,Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=E15&tab.sessioncatalogtab=1714168666431001NNiH
AR218,Optimize Your Entire Lakehouse with Snowflake,"Join Snowflake's Apache Iceberg Product Leaders to understand the different interoperable lakehouse architectures now supported, the tradeoffs for each, and how Snowflake can integrate in your infrastructure. We'll share how to bring Snowflake to your data managed by your catalog, the benefits you can expect as you graduate to Horizon Catalog, and we'll cover Snowflake Storage for Iceberg Tables. With each step, Snowflake improves performance, effort and costs.",Saurin Shah; Kaushal Jain,Snowflake,Principal Product manager,Architecture,Breakout Session,Wednesday June 3,11:30 AM - 12:15 PM,45,"Room 209 (Moscone South, Level 2)",Intermediate,"Iceberg,RAG,Performance,Cost",Architect;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AR218&tab.sessioncatalogtab=1714168666431001NNiH
MI212,Replatforming 161 Data Products: How We Scaled Secure Delivery with Snowflake,"Data providers have traditionally relied on bulk file delivery to replicate data — custom extracts, long build times and independent client ingestion pipelines that can introduce version skew and data drift between provider and consumer. In this session, we walk through how our data engineering team replatformed 161 highly customized property and analytics products from file-based delivery to Snowflake using secure views and private listings. We’ll cover the architecture, operational decisions and governance patterns that preserved customization, protected intellectual property and supported cross-region distribution — while reducing customer time-to-value from weeks to hours.",Felix Tom,Attom Data Solutions,Data Platform Architect,Migration,Breakout Session,Wednesday June 3,11:30 AM - 12:15 PM,45,"Room 213 (Moscone South, Level 2)",Intermediate,"Governance,Pipeline,Analytics",Data Engineer;Architect;Developer;Analyst;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=MI212&tab.sessioncatalogtab=1714168666431001NNiH
PO216,Scaling Smart: Optimization Framework Behind Samsung Ads DMP's 73% Cost Savings ,"Samsung Ads achieved a 73% cost reduction by implementing a structured optimization framework across compute, storage and workload governance. This session breaks down the methodology, monitoring mechanisms and cultural changes that sustained those gains — without sacrificing performance.",Kapil Malviya; Rahul Jain Jain,Samsung,Chief Engineer,Platform & Optimization,Theater Session,Wednesday June 3,11:30 AM - 11:50 AM,20,"Basecamp South Theater 3 (Basecamp, South Hall C)",Intermediate,"AI,RAG,Governance,Performance,Cost,Optimization",Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=PO216&tab.sessioncatalogtab=1714168666431001NNiH
WN214B,What's New: Agentic ML in Snowflake,Learn how the latest agentic capabilities in Snowflake ML accelerate productivity for your ML teams. Join us for new feature overviews and a live demo showcasing our latest innovations.,Pavan Pothukuchi; Jeffrey Geevarghese,Snowflake,"Director, Product Management",What's New,Breakout Session,Wednesday June 3,11:30 AM - 12:15 PM,45,"Room 160 (Moscone South, Upper Mezzanine)",Intermediate,ML,Data Scientist,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=WN214B&tab.sessioncatalogtab=1714168666431001NNiH
WN210T,What's New: Innovations in Data and AI Governance,"Maintain rigorous control while scaling your AI enterprise. In this session, we dive into the latest innovations within Snowflake Horizon Catalog, our universal AI catalog with context and governance for AI over all data. Learn how Horizon Catalog powers the semantic layer to bridge the gap between technical metadata and business meaning. We also cover enhancements to interoperability and embedded open APIs (Apache Polaris and Iceberg REST Catalog), ensuring consistent policy enforcement across your entire data estate. Finally, we explore core governance, including external lineage updates, automated data classification and data quality monitoring.",Suresh Thiru,Swati Goel Goel,Snowflake,What's New,Theater Session,Wednesday June 3,11:30 AM - 11:50 AM,20,"Builders Hub Theater (Basecamp, South Hall D)",Intermediate,"AI,Iceberg,Governance,Classification,Lineage,Semantic",Architect;Developer;Executive;Security,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=WN210T&tab.sessioncatalogtab=1714168666431001NNiH
AI119,When AI Runs the Journey: How MoneyLion Simplified Marketing at Scale,"AI isn’t a tool: It’s an opportunity to reinvent business models, team roles and relationships with customers. In this session, hear from leaders at MoneyLion who have transformed their business with AI. They’ll share:


	How they’ve replaced thousands of fragmented journeys and competing product priorities with customer-first marketing via AI Decisioning on Snowflake
	How marketing, analytics, engineering and data science teams are collaborating and redefining their roles as AI allows them to delegate manual tasks
	The pragmatic playbook they’ve developed to test and adopt impactful AI within Snowflake and the larger martech ecosystem",Peter Grimm; Emily Carlo,Gen Digital - MoneyLion,Head of Martech,AI & ML,Theater Session,Wednesday June 3,11:30 AM - 11:50 AM,20,"Basecamp South Theater 1 (Basecamp, South Hall A)",Beginner,"AI,RAG,Analytics",Data Scientist;Developer;Analyst;Executive,https://reg.snowflake.com/flow/snowflake/summit26/sessions/page/catalog?search=AI119&tab.sessioncatalogtab=1714168666431001NNiH
